x_value,total_1,total_2
3654,4783,2874
3655,4787,2878
3656,4788,2884
3657,4792,2884
3658,4796,2890
3659,4803,2888
3660,4802,2892
3661,4807,2894
3662,4812,2896
3663,4806,2893
3664,4808,2893
3665,4812,2894
3666,4819,2897
3667,4817,2903
3668,4821,2899
3669,4824,2897
3670,4826,2902
3671,4833,2908
3672,4838,2906
3673,4835,2912
3674,4834,2912
3675,4832,2908
3676,4836,2909
3677,4833,2909
3678,4829,2913
3679,4831,2912
3680,4838,2910
3681,4846,2911
3682,4841,2915
3683,4843,2918
3684,4840,2919
3685,4838,2920
3686,4844,2922
3687,4848,2920
3688,4843,2917
3689,4848,2918
3690,4854,2917
3691,4854,2922
3692,4848,2917
3693,4855,2918
3694,4850,2913
3695,4847,2911
3696,4849,2908
3697,4846,2910
3698,4850,2909
3699,4857,2915
3700,4856,2913
3701,4863,2911
3702,4866,2907
3703,4864,2912
3704,4872,2912
3705,4876,2915
3706,4880,2921
3707,4880,2924
3708,4884,2924
3709,4879,2920
3710,4876,2920
3711,4873,2915
3712,4876,2910
3713,4872,2906
3714,4877,2902
3715,4873,2901
3716,4867,2905
3717,4865,2911
3718,4868,2910
3719,4875,2907
3720,4875,2910
3721,4882,2906
3722,4886,2901
3723,4892,2907
3724,4891,2911
3725,4894,2906
3726,4890,2906
3727,4893,2907
3728,4895,2905
3729,4897,2903
3730,4896,2902
3731,4895,2902
3732,4898,2899
3733,4898,2894
3734,4901,2897
3735,4904,2902
3736,4901,2905
3737,4907,2901
3738,4901,2907
3739,4901,2903
3740,4906,2904
3741,4914,2907
3742,4908,2913
3743,4915,2919
3744,4909,2915
3745,4908,2920
3746,4903,2918
3747,4908,2921
3748,4902,2923
3749,4904,2924
3750,4907,2927
3751,4906,2933
3752,4913,2930
3753,4914,2935
3754,4912,2935
3755,4918,2931
3756,4925,2936
3757,4931,2942
3758,4935,2941
3759,4933,2941
3760,4929,2940
3761,4933,2941
3762,4937,2936
3763,4941,2932
3764,4944,2931
3765,4951,2933
3766,4947,2930
3767,4952,2933
3768,4949,2934
3769,4953,2938
3770,4954,2936
3771,4948,2931
3772,4943,2936
3773,4938,2935
3774,4944,2940
3775,4948,2945
3776,4950,2943
3777,4947,2943
3778,4950,2939
3779,4946,2944
3780,4942,2945
3781,4937,2940
3782,4934,2940
3783,4933,2939
3784,4933,2941
3785,4941,2945
3786,4948,2945
3787,4951,2950
3788,4953,2946
3789,4950,2951
3790,4949,2952
3791,4950,2952
3792,4957,2952
3793,4965,2947
3794,4967,2952
3795,4970,2953
3796,4964,2958
3797,4970,2964
3798,4972,2961
3799,4975,2961
3800,4980,2962
3801,4977,2963
3802,4981,2959
3803,4980,2954
3804,4979,2954
3805,4986,2954
3806,4982,2960
3807,4980,2964
3808,4981,2969
3809,4977,2972
3810,4971,2974
3811,4970,2978
3812,4976,2973
3813,4980,2974
3814,4977,2972
3815,4980,2975
3816,4979,2978
3817,4982,2984
3818,4987,2979
3819,4984,2974
3820,4982,2974
3821,4980,2970
3822,4980,2970
3823,4985,2967
3824,4985,2965
3825,4992,2968
3826,4986,2971
3827,4989,2966
3828,4993,2966
3829,4988,2969
3830,4982,2967
3831,4983,2963
3832,4984,2959
3833,4988,2954
3834,4988,2956
3835,4988,2953
3836,4988,2957
3837,4982,2960
3838,4990,2957
3839,4989,2962
3840,4991,2963
3841,4991,2967
3842,4986,2967
3843,4990,2963
3844,4995,2961
3845,4997,2956
3846,4998,2952
3847,4997,2957
3848,4991,2954
3849,4987,2954
3850,4994,2960
3851,4994,2965
3852,4997,2963
3853,4991,2963
3854,4999,2965
3855,5001,2965
3856,5000,2963
3857,5000,2965
3858,4995,2968
3859,4992,2974
3860,4990,2971
3861,4990,2967
3862,4988,2970
3863,4984,2972
3864,4990,2968
3865,4988,2972
3866,4995,2970
3867,4991,2966
3868,4996,2967
3869,4994,2966
3870,4993,2966
3871,4990,2963
3872,4995,2960
3873,4998,2961
3874,4998,2959
3875,4994,2959
3876,5002,2964
3877,4996,2959
3878,5001,2955
3879,5006,2953
3880,5004,2957
3881,5011,2952
3882,5012,2958
3883,5012,2958
3884,5009,2953
3885,5013,2956
3886,5007,2952
3887,5011,2951
3888,5014,2950
3889,5015,2945
3890,5013,2946
3891,5009,2943
3892,5015,2946
3893,5009,2942
3894,5007,2941
3895,5002,2939
3896,4997,2937
3897,4994,2935
3898,4992,2934
3899,4997,2934
3900,4996,2939
3901,4991,2945
3902,4999,2946
3903,5003,2945
3904,4997,2940
3905,5003,2941
3906,5009,2943
3907,5017,2943
3908,5011,2938
3909,5019,2938
3910,5026,2939
3911,5024,2934
3912,5019,2939
3913,5022,2942
3914,5026,2938
3915,5021,2934
3916,5019,2929
3917,5017,2925
3918,5012,2928
3919,5018,2928
3920,5023,2928
3921,5021,2924
3922,5025,2923
3923,5023,2928
3924,5022,2932
3925,5030,2932
3926,5030,2937
3927,5025,2933
3928,5029,2934
3929,5023,2929
3930,5027,2926
3931,5034,2926
3932,5033,2927
3933,5032,2933
3934,5027,2939
3935,5026,2934
3936,5022,2940
3937,5022,2941
3938,5019,2946
3939,5022,2952
3940,5027,2950
3941,5033,2953
3942,5030,2951
3943,5030,2947
3944,5032,2945
3945,5038,2951
3946,5039,2955
3947,5043,2955
3948,5043,2959
3949,5042,2965
3950,5039,2963
3951,5040,2963
3952,5047,2959
3953,5052,2958
3954,5058,2959
3955,5059,2960
3956,5064,2958
3957,5066,2963
3958,5061,2962
3959,5066,2967
3960,5064,2963
3961,5062,2964
3962,5057,2960
3963,5064,2955
3964,5068,2952
3965,5072,2955
3966,5076,2956
3967,5077,2957
3968,5077,2957
3969,5082,2958
3970,5077,2955
3971,5078,2951
3972,5084,2951
3973,5083,2957
3974,5080,2963
3975,5076,2962
3976,5074,2967
3977,5072,2966
3978,5080,2972
3979,5082,2970
3980,5082,2976
3981,5081,2979
3982,5076,2981
3983,5078,2987
3984,5083,2992
3985,5087,2994
3986,5094,2997
3987,5092,3001
3988,5089,3005
3989,5083,3004
3990,5078,3002
3991,5076,2999
3992,5072,3001
3993,5069,3003
3994,5076,3009
3995,5079,3006
3996,5078,3010
3997,5080,3008
3998,5087,3010
3999,5083,3010
4000,5087,3014
4001,5084,3009
4002,5089,3011
4003,5093,3017
4004,5098,3020
4005,5095,3018
4006,5096,3020
4007,5103,3018
4008,5098,3021
4009,5098,3022
4010,5100,3028
4011,5094,3026
4012,5091,3029
4013,5088,3028
4014,5085,3033
4015,5091,3037
4016,5097,3038
4017,5095,3044
4018,5100,3039
4019,5098,3040
4020,5098,3043
4021,5097,3046
4022,5093,3042
4023,5094,3043
4024,5094,3049
4025,5091,3048
4026,5090,3043
4027,5096,3042
4028,5092,3037
4029,5090,3033
4030,5096,3039
4031,5103,3041
4032,5105,3036
4033,5100,3033
4034,5105,3031
4035,5104,3027
4036,5110,3029
4037,5112,3028
4038,5115,3028
4039,5121,3029
4040,5126,3035
4041,5134,3034
4042,5130,3034
4043,5138,3035
4044,5144,3041
4045,5138,3038
4046,5138,3037
4047,5133,3038
4048,5136,3044
4049,5138,3048
4050,5137,3053
4051,5141,3051
4052,5148,3047
4053,5152,3047
4054,5153,3045
4055,5152,3051
4056,5147,3056
4057,5154,3058
4058,5152,3058
4059,5149,3054
4060,5150,3057
4061,5144,3053
4062,5151,3057
4063,5155,3054
4064,5161,3050
4065,5163,3049
4066,5158,3048
4067,5166,3043
4068,5164,3046
4069,5160,3048
4070,5165,3051
4071,5160,3048
4072,5166,3048
4073,5168,3053
4074,5162,3050
4075,5166,3048
4076,5167,3043
4077,5168,3047
4078,5176,3045
4079,5183,3042
4080,5188,3047
4081,5183,3052
4082,5188,3052
4083,5183,3047
4084,5179,3046
4085,5176,3044
4086,5171,3048
4087,5175,3048
4088,5180,3051
4089,5188,3051
4090,5192,3056
4091,5190,3056
4092,5192,3052
4093,5193,3048
4094,5198,3047
4095,5198,3052
4096,5206,3047
4097,5211,3048
4098,5216,3045
4099,5223,3050
4100,5225,3052
4101,5233,3057
4102,5241,3052
4103,5242,3047
4104,5241,3047
4105,5243,3045
4106,5242,3040
4107,5239,3036
4108,5234,3034
4109,5242,3030
4110,5242,3033
4111,5245,3028
4112,5241,3029
4113,5245,3031
4114,5239,3032
4115,5239,3037
4116,5239,3032
4117,5238,3030
4118,5245,3033
4119,5247,3034
4120,5253,3030
4121,5255,3034
4122,5257,3031
4123,5262,3033
4124,5269,3032
4125,5276,3034
4126,5272,3035
4127,5266,3041
4128,5261,3036
4129,5264,3041
4130,5270,3037
4131,5278,3035
4132,5285,3036
4133,5286,3042
4134,5289,3042
4135,5290,3038
4136,5289,3041
4137,5285,3036
4138,5287,3035
4139,5295,3039
4140,5301,3038
4141,5298,3039
4142,5302,3035
4143,5302,3037
4144,5307,3042
4145,5306,3041
4146,5308,3045
4147,5311,3051
4148,5309,3048
4149,5313,3045
4150,5315,3044
4151,5318,3044
4152,5323,3039
4153,5327,3041
4154,5330,3043
4155,5326,3039
4156,5333,3041
4157,5332,3046
4158,5328,3044
4159,5334,3050
4160,5329,3053
4161,5329,3048
4162,5337,3044
4163,5345,3047
4164,5352,3042
4165,5347,3039
4166,5351,3035
4167,5347,3034
4168,5348,3030
4169,5353,3025
4170,5350,3031
4171,5351,3029
4172,5348,3024
4173,5352,3020
4174,5349,3022
4175,5346,3019
4176,5345,3025
4177,5342,3024
4178,5350,3020
4179,5358,3018
4180,5359,3021
4181,5355,3022
4182,5349,3027
4183,5350,3025
4184,5351,3029
4185,5356,3030
4186,5364,3034
4187,5371,3040
4188,5376,3040
4189,5374,3038
4190,5373,3039
4191,5381,3041
4192,5384,3043
4193,5382,3047
4194,5382,3046
4195,5387,3041
4196,5392,3040
4197,5397,3039
4198,5395,3040
4199,5393,3040
4200,5391,3043
4201,5395,3047
4202,5398,3053
4203,5396,3049
4204,5396,3051
4205,5393,3046
4206,5397,3044
4207,5392,3045
4208,5387,3042
4209,5394,3045
4210,5402,3044
4211,5402,3040
4212,5408,3046
4213,5404,3041
4214,5407,3043
4215,5407,3043
4216,5412,3039
4217,5420,3034
4218,5414,3034
4219,5412,3032
4220,5416,3027
4221,5423,3022
4222,5419,3024
4223,5426,3020
4224,5422,3022
4225,5422,3025
4226,5423,3027
4227,5421,3027
4228,5429,3026
4229,5436,3026
4230,5437,3025
4231,5444,3025
4232,5439,3025
4233,5438,3028
4234,5434,3033
4235,5433,3029
4236,5433,3031
4237,5434,3028
4238,5431,3025
4239,5431,3020
4240,5436,3023
4241,5436,3020
4242,5438,3024
4243,5439,3024
4244,5435,3019
4245,5436,3022
4246,5436,3023
4247,5444,3019
4248,5442,3023
4249,5443,3024
4250,5438,3029
4251,5444,3035
4252,5452,3037
4253,5447,3035
4254,5444,3036
4255,5438,3032
4256,5444,3032
4257,5445,3038
4258,5450,3037
4259,5456,3038
4260,5462,3036
4261,5462,3042
4262,5463,3048
4263,5465,3052
4264,5465,3054
4265,5464,3050
4266,5467,3045
4267,5474,3050
4268,5470,3054
4269,5477,3050
4270,5480,3053
4271,5485,3051
4272,5484,3053
4273,5484,3055
4274,5492,3055
4275,5495,3050
4276,5500,3055
4277,5504,3050
4278,5503,3047
4279,5498,3052
4280,5506,3057
4281,5514,3056
4282,5514,3053
4283,5509,3055
4284,5514,3061
4285,5509,3062
4286,5505,3059
4287,5504,3065
4288,5501,3067
4289,5496,3073
4290,5503,3071
4291,5510,3066
4292,5514,3071
4293,5520,3071
4294,5522,3073
4295,5529,3075
4296,5536,3080
4297,5535,3082
4298,5537,3086
4299,5545,3081
4300,5544,3077
4301,5551,3081
4302,5556,3077
4303,5556,3083
4304,5552,3088
4305,5553,3092
4306,5552,3097
4307,5547,3098
4308,5544,3095
4309,5543,3095
4310,5541,3095
4311,5541,3101
4312,5543,3098
4313,5542,3098
4314,5536,3094
4315,5540,3093
4316,5543,3097
4317,5547,3100
4318,5555,3096
4319,5552,3097
4320,5559,3095
4321,5561,3099
4322,5557,3094
4323,5559,3091
4324,5565,3089
4325,5560,3086
4326,5556,3082
4327,5561,3082
4328,5567,3083
4329,5564,3080
4330,5566,3086
4331,5560,3081
4332,5568,3082
4333,5572,3078
4334,5572,3073
4335,5570,3079
4336,5573,3079
4337,5579,3074
4338,5583,3077
4339,5582,3083
4340,5586,3080
4341,5594,3086
4342,5602,3091
4343,5598,3093
4344,5595,3092
4345,5601,3091
4346,5609,3090
4347,5609,3095
4348,5609,3095
4349,5612,3101
4350,5609,3104
4351,5604,3105
4352,5611,3106
4353,5612,3110
4354,5610,3116
4355,5609,3119
4356,5611,3116
4357,5619,3117
4358,5626,3116
4359,5628,3117
4360,5624,3120
4361,5619,3118
4362,5619,3118
4363,5620,3118
4364,5619,3116
4365,5615,3115
4366,5612,3115
4367,5620,3117
4368,5623,3115
4369,5626,3110
4370,5621,3111
4371,5617,3107
4372,5623,3106
4373,5621,3104
4374,5617,3100
4375,5622,3106
4376,5629,3104
4377,5625,3104
4378,5633,3105
4379,5640,3105
4380,5646,3105
4381,5651,3109
4382,5656,3113
4383,5661,3112
4384,5669,3118
4385,5670,3123
4386,5677,3119
4387,5673,3122
4388,5679,3119
4389,5679,3115
4390,5685,3114
4391,5682,3118
4392,5682,3118
4393,5688,3123
4394,5692,3121
4395,5700,3122
4396,5703,3128
4397,5698,3134
4398,5704,3137
4399,5700,3143
4400,5704,3142
4401,5703,3137
4402,5698,3142
4403,5694,3137
4404,5699,3135
4405,5703,3135
4406,5699,3140
4407,5704,3145
4408,5699,3149
4409,5704,3148
4410,5712,3151
4411,5716,3151
4412,5715,3146
4413,5719,3152
4414,5716,3150
4415,5716,3148
4416,5719,3145
4417,5718,3146
4418,5716,3147
4419,5720,3151
4420,5716,3148
4421,5712,3146
4422,5716,3145
4423,5716,3145
4424,5714,3150
4425,5713,3149
4426,5712,3152
4427,5706,3155
4428,5704,3152
4429,5704,3151
4430,5710,3149
4431,5709,3144
4432,5715,3142
4433,5720,3144
4434,5717,3143
4435,5717,3143
4436,5716,3139
4437,5710,3139
4438,5714,3145
4439,5717,3145
4440,5711,3144
4441,5708,3140
4442,5707,3135
4443,5709,3137
4444,5714,3132
4445,5721,3127
4446,5724,3130
4447,5728,3135
4448,5724,3131
4449,5730,3127
4450,5738,3125
4451,5740,3131
4452,5741,3128
4453,5744,3126
4454,5746,3128
4455,5745,3127
4456,5745,3129
4457,5748,3132
4458,5747,3138
4459,5752,3144
4460,5751,3141
4461,5747,3142
4462,5751,3141
4463,5752,3141
4464,5746,3137
4465,5741,3143
4466,5748,3139
4467,5742,3145
4468,5739,3148
4469,5738,3145
4470,5743,3146
4471,5744,3149
4472,5738,3148
4473,5737,3147
4474,5733,3147
4475,5734,3147
4476,5738,3146
4477,5742,3150
4478,5747,3149
4479,5752,3147
4480,5759,3144
4481,5753,3141
4482,5754,3142
4483,5757,3144
4484,5756,3148
4485,5758,3153
4486,5766,3148
4487,5773,3145
4488,5779,3146
4489,5779,3143
4490,5776,3143
4491,5783,3141
4492,5781,3145
4493,5788,3149
4494,5793,3151
4495,5788,3156
4496,5785,3154
4497,5790,3153
4498,5791,3156
4499,5793,3151
4500,5799,3155
4501,5797,3157
4502,5792,3152
4503,5791,3156
4504,5792,3153
4505,5799,3155
4506,5802,3157
4507,5808,3161
4508,5809,3167
4509,5805,3165
4510,5813,3166
4511,5812,3166
4512,5818,3171
4513,5825,3166
4514,5832,3170
4515,5829,3172
4516,5836,3170
4517,5837,3165
4518,5833,3166
4519,5837,3162
4520,5840,3161
4521,5846,3162
4522,5842,3164
4523,5842,3166
4524,5839,3161
4525,5844,3159
4526,5849,3163
4527,5856,3166
4528,5853,3171
4529,5847,3171
4530,5851,3171
4531,5857,3172
4532,5851,3167
4533,5851,3171
4534,5846,3167
4535,5850,3162
4536,5853,3166
4537,5852,3161
4538,5857,3165
4539,5851,3160
4540,5848,3163
4541,5851,3159
4542,5850,3164
4543,5848,3164
4544,5845,3164
4545,5841,3159
4546,5843,3154
4547,5839,3156
4548,5842,3158
4549,5842,3156
4550,5849,3155
4551,5848,3155
4552,5848,3160
4553,5846,3164
4554,5854,3169
4555,5848,3169
4556,5844,3168
4557,5851,3173
4558,5849,3169
4559,5852,3171
4560,5850,3170
4561,5858,3175
4562,5859,3175
4563,5856,3172
4564,5856,3177
4565,5862,3174
4566,5866,3170
4567,5869,3173
4568,5874,3171
4569,5879,3169
4570,5884,3175
4571,5880,3176
4572,5885,3173
4573,5882,3178
4574,5889,3184
4575,5886,3186
4576,5889,3184
4577,5895,3183
4578,5896,3185
4579,5899,3182
4580,5895,3179
4581,5898,3179
4582,5898,3180
4583,5892,3186
4584,5888,3192
4585,5889,3188
4586,5894,3188
4587,5896,3188
4588,5896,3191
4589,5903,3187
4590,5903,3189
4591,5901,3187
4592,5908,3192
4593,5902,3194
4594,5907,3196
4595,5909,3191
4596,5903,3190
4597,5907,3192
4598,5914,3193
4599,5913,3190
4600,5913,3192
4601,5915,3187
4602,5916,3193
4603,5911,3195
4604,5914,3195
4605,5922,3195
4606,5924,3191
4607,5932,3193
4608,5933,3197
4609,5928,3198
4610,5928,3197
4611,5930,3194
4612,5934,3193
4613,5931,3195
4614,5933,3201
4615,5932,3196
4616,5939,3197
4617,5936,3195
4618,5940,3193
4619,5937,3190
4620,5942,3185
4621,5940,3181
4622,5939,3179
4623,5946,3185
4624,5953,3185
4625,5959,3186
4626,5967,3190
4627,5970,3189
4628,5972,3185
4629,5975,3189
4630,5979,3192
4631,5985,3191
4632,5980,3195
4633,5977,3201
4634,5981,3203
4635,5985,3207
4636,5990,3212
4637,5991,3214
4638,5989,3219
4639,5991,3221
4640,5992,3227
4641,5996,3228
4642,6002,3228
4643,6002,3231
4644,6006,3230
4645,6006,3235
4646,6002,3233
4647,6010,3229
4648,6006,3226
4649,6014,3224
4650,6009,3226
4651,6015,3231
4652,6014,3230
4653,6020,3231
4654,6017,3227
4655,6022,3229
4656,6017,3230
4657,6023,3227
4658,6024,3223
4659,6018,3223
4660,6013,3225
4661,6018,3224
4662,6018,3228
4663,6013,3234
4664,6009,3240
4665,6003,3235
4666,6005,3235
4667,6012,3230
4668,6016,3235
4669,6020,3238
4670,6028,3238
4671,6035,3242
4672,6037,3246
4673,6035,3243
4674,6034,3248
4675,6036,3252
4676,6031,3255
4677,6037,3252
4678,6035,3249
4679,6041,3249
4680,6039,3247
4681,6047,3246
4682,6054,3248
4683,6048,3244
4684,6044,3242
4685,6040,3245
4686,6035,3245
4687,6038,3241
4688,6045,3239
4689,6049,3241
4690,6057,3236
4691,6053,3235
4692,6053,3239
4693,6050,3244
4694,6052,3239
4695,6060,3242
4696,6064,3240
4697,6063,3242
4698,6071,3242
4699,6065,3247
4700,6060,3249
4701,6066,3255
4702,6066,3254
4703,6071,3253
4704,6067,3255
4705,6069,3253
4706,6076,3254
4707,6081,3254
4708,6085,3258
4709,6081,3262
4710,6078,3267
4711,6074,3269
4712,6080,3274
4713,6086,3275
4714,6089,3281
4715,6090,3280
4716,6087,3283
4717,6095,3286
4718,6089,3287
4719,6097,3290
4720,6098,3292
4721,6100,3292
4722,6097,3298
4723,6101,3301
4724,6106,3297
4725,6108,3295
4726,6113,3301
4727,6118,3306
4728,6126,3304
4729,6126,3309
4730,6124,3309
4731,6121,3314
4732,6121,3320
4733,6126,3324
4734,6134,3320
4735,6140,3321
4736,6134,3322
4737,6140,3320
4738,6136,3323
4739,6139,3320
4740,6143,3318
4741,6142,3319
4742,6143,3325
4743,6150,3325
4744,6146,3323
4745,6147,3318
4746,6148,3319
4747,6147,3325
4748,6151,3323
4749,6159,3328
4750,6164,3331
4751,6167,3327
4752,6161,3330
4753,6168,3333
4754,6173,3336
4755,6169,3339
4756,6165,3342
4757,6162,3337
4758,6160,3343
4759,6167,3343
4760,6173,3346
4761,6175,3350
4762,6178,3351
4763,6182,3354
4764,6190,3353
4765,6186,3352
4766,6193,3347
4767,6196,3344
4768,6190,3346
4769,6188,3349
4770,6191,3350
4771,6188,3350
4772,6182,3346
4773,6189,3347
4774,6187,3350
4775,6188,3354
4776,6194,3351
4777,6193,3350
4778,6201,3352
4779,6206,3357
4780,6203,3352
4781,6206,3349
4782,6206,3348
4783,6212,3349
4784,6220,3353
4785,6223,3348
4786,6218,3350
4787,6214,3350
4788,6212,3345
4789,6212,3349
4790,6218,3346
4791,6218,3345
4792,6225,3348
4793,6224,3349
4794,6228,3349
4795,6230,3349
4796,6225,3344
4797,6228,3345
4798,6223,3351
4799,6227,3350
4800,6228,3356
4801,6231,3356
4802,6228,3356
4803,6224,3361
4804,6228,3361
4805,6228,3366
4806,6223,3361
4807,6231,3367
4808,6227,3365
4809,6227,3369
4810,6232,3373
4811,6227,3377
4812,6228,3381
4813,6233,3385
4814,6241,3389
4815,6246,3389
4816,6240,3393
4817,6245,3388
4818,6239,3393
4819,6233,3394
4820,6229,3395
4821,6234,3394
4822,6239,3398
4823,6234,3400
4824,6229,3400
4825,6223,3400
4826,6222,3400
4827,6217,3403
4828,6212,3400
4829,6219,3401
4830,6218,3404
4831,6222,3403
4832,6219,3404
4833,6227,3410
4834,6221,3413
4835,6219,3414
4836,6224,3413
4837,6225,3408
4838,6220,3409
4839,6226,3409
4840,6229,3413
4841,6226,3411
4842,6231,3417
4843,6225,3422
4844,6226,3426
4845,6231,3423
4846,6225,3420
4847,6229,3423
4848,6233,3420
4849,6230,3424
4850,6233,3430
4851,6227,3435
4852,6225,3433
4853,6220,3436
4854,6222,3438
4855,6217,3437
4856,6224,3443
4857,6219,3442
4858,6227,3439
4859,6228,3437
4860,6233,3436
4861,6229,3437
4862,6229,3439
4863,6227,3441
4864,6224,3446
4865,6232,3442
4866,6230,3448
4867,6237,3443
4868,6236,3439
4869,6243,3438
4870,6242,3439
4871,6236,3442
4872,6239,3446
4873,6236,3444
4874,6241,3440
4875,6242,3436
4876,6247,3434
4877,6255,3435
4878,6252,3439
4879,6246,3439
4880,6241,3435
4881,6245,3435
4882,6243,3431
4883,6244,3436
4884,6249,3438
4885,6249,3434
4886,6253,3436
4887,6249,3440
4888,6253,3445
4889,6252,3440
4890,6254,3437
4891,6250,3438
4892,6247,3443
4893,6249,3448
4894,6244,3453
4895,6252,3453
4896,6250,3457
4897,6246,3461
4898,6252,3466
4899,6254,3462
4900,6262,3468
4901,6264,3474
4902,6272,3479
4903,6269,3482
4904,6269,3480
4905,6265,3481
4906,6264,3483
4907,6267,3481
4908,6273,3486
4909,6268,3488
4910,6276,3483
4911,6271,3482
4912,6266,3482
4913,6268,3483
4914,6273,3486
4915,6277,3482
4916,6285,3479
4917,6290,3484
4918,6288,3489
4919,6293,3490
4920,6296,3495
4921,6303,3501
4922,6307,3498
4923,6313,3503
4924,6308,3499
4925,6307,3503
4926,6314,3509
4927,6311,3513
4928,6311,3518
4929,6307,3515
4930,6311,3520
4931,6319,3520
4932,6319,3516
4933,6315,3517
4934,6316,3521
4935,6322,3516
4936,6327,3511
4937,6329,3515
4938,6332,3520
4939,6339,3519
4940,6341,3516
4941,6336,3518
4942,6336,3515
4943,6341,3510
4944,6343,3515
4945,6351,3510
4946,6348,3510
4947,6356,3506
4948,6359,3504
4949,6367,3504
4950,6373,3503
4951,6376,3499
4952,6376,3497
4953,6376,3503
4954,6370,3503
4955,6367,3508
4956,6367,3505
4957,6374,3505
4958,6374,3500
4959,6370,3495
4960,6369,3498
4961,6375,3495
4962,6374,3501
4963,6376,3497
4964,6374,3497
4965,6380,3496
4966,6380,3496
4967,6378,3493
4968,6381,3493
4969,6379,3496
4970,6381,3497
4971,6388,3500
4972,6386,3504
4973,6385,3503
4974,6384,3506
4975,6379,3509
4976,6373,3504
4977,6377,3504
4978,6380,3505
4979,6388,3505
4980,6389,3507
4981,6397,3513
4982,6402,3515
4983,6410,3517
4984,6414,3522
4985,6412,3520
4986,6408,3520
4987,6414,3520
4988,6412,3521
4989,6418,3517
4990,6416,3512
4991,6423,3515
4992,6425,3512
4993,6423,3510
4994,6430,3510
4995,6435,3510
4996,6430,3512
4997,6434,3511
4998,6429,3513
4999,6429,3515
5000,6431,3518
5001,6432,3522
5002,6431,3520
5003,6439,3523
5004,6447,3520
5005,6448,3520
5006,6445,3524
5007,6443,3519
5008,6439,3523
5009,6445,3523
5010,6441,3522
5011,6442,3527
5012,6442,3533
5013,6445,3530
5014,6444,3530
5015,6438,3536
5016,6442,3533
5017,6437,3528
5018,6440,3534
5019,6443,3531
5020,6437,3527
5021,6443,3530
5022,6450,3531
5023,6454,3527
5024,6452,3524
5025,6454,3519
5026,6453,3517
5027,6452,3522
5028,6447,3525
5029,6449,3528
5030,6443,3526
5031,6445,3521
5032,6443,3523
5033,6441,3520
5034,6439,3523
5035,6436,3519
5036,6437,3517
5037,6443,3515
5038,6448,3517
5039,6446,3519
5040,6447,3522
5041,6454,3524
5042,6453,3523
5043,6450,3529
5044,6444,3524
5045,6450,3530
5046,6446,3534
5047,6448,3537
5048,6449,3534
5049,6450,3534
5050,6454,3533
5051,6451,3528
5052,6447,3529
5053,6453,3528
5054,6459,3532
5055,6455,3534
5056,6459,3529
5057,6463,3525
5058,6468,3528
5059,6475,3532
5060,6480,3529
5061,6488,3532
5062,6484,3537
5063,6486,3533
5064,6484,3529
5065,6489,3530
5066,6494,3529
5067,6501,3535
5068,6498,3530
5069,6506,3528
5070,6514,3530
5071,6517,3529
5072,6512,3535
5073,6519,3536
5074,6522,3536
5075,6524,3532
5076,6524,3527
5077,6524,3526
5078,6531,3530
5079,6525,3526
5080,6527,3530
5081,6523,3526
5082,6528,3524
5083,6532,3519
5084,6532,3520
5085,6526,3516
5086,6524,3522
5087,6530,3519
5088,6535,3520
5089,6532,3516
5090,6532,3522
5091,6534,3521
5092,6531,3516
5093,6530,3520
5094,6534,3523
5095,6538,3528
5096,6537,3527
5097,6538,3529
5098,6532,3526
5099,6531,3521
5100,6536,3520
5101,6541,3519
5102,6537,3523
5103,6536,3526
5104,6531,3531
5105,6525,3526
5106,6522,3530
5107,6524,3536
5108,6518,3534
5109,6513,3537
5110,6510,3535
5111,6514,3534
5112,6522,3539
5113,6526,3534
5114,6527,3539
5115,6529,3540
5116,6534,3540
5117,6538,3543
5118,6540,3542
5119,6539,3546
5120,6534,3545
5121,6537,3544
5122,6537,3541
5123,6544,3542
5124,6552,3542
5125,6554,3539
5126,6551,3542
5127,6548,3538
5128,6554,3538
5129,6560,3537
5130,6568,3534
5131,6572,3539
5132,6573,3544
5133,6577,3548
5134,6583,3549
5135,6578,3552
5136,6577,3553
5137,6579,3554
5138,6585,3557
5139,6580,3558
5140,6583,3556
5141,6579,3551
5142,6578,3552
5143,6582,3556
5144,6585,3553
5145,6591,3557
5146,6599,3559
5147,6597,3559
5148,6597,3557
5149,6592,3553
5150,6599,3555
5151,6605,3551
5152,6608,3547
5153,6613,3547
5154,6621,3552
5155,6616,3548
5156,6613,3551
5157,6611,3552
5158,6613,3554
5159,6609,3553
5160,6610,3559
5161,6606,3554
5162,6614,3554
5163,6616,3550
5164,6612,3549
5165,6607,3550
5166,6602,3550
5167,6604,3556
5168,6611,3559
5169,6615,3555
5170,6616,3553
5171,6621,3551
5172,6621,3554
5173,6617,3553
5174,6618,3556
5175,6616,3554
5176,6612,3552
5177,6609,3548
5178,6606,3544
5179,6613,3541
5180,6611,3546
5181,6610,3543
5182,6608,3540
5183,6615,3545
5184,6618,3544
5185,6617,3539
5186,6625,3535
5187,6630,3538
5188,6636,3544
5189,6642,3549
5190,6647,3553
5191,6649,3557
5192,6653,3563
5193,6661,3563
5194,6668,3559
5195,6676,3554
5196,6677,3551
5197,6679,3549
5198,6681,3546
5199,6685,3545
5200,6693,3541
5201,6690,3545
5202,6685,3551
5203,6682,3557
5204,6688,3560
5205,6692,3562
5206,6698,3557
5207,6700,3563
